OrderID,OrderDate,Product,Category,Region,Quantity,UnitPrice,TotalSales,Month
105307,2024-02-17,Tablet,Electronics,North,2,30000,60000,45323
105308,2024-06-17,Mobile,Electronics,South,4,20000,80000,45444
105309,2024-05-01,Laptop,Electronics,East,8,55000,440000,45413
105310,2024-06-05,Printer,Electronics,West,7,18000,126000,45444
105311,2023-11-27,Office Chair,Furniture,South,8,8000,64000,45231
105312,2025-06-18,Mobile,Electronics,East,4,20000,80000,45809
105313,2025-01-24,Sofa,Furniture,West,5,40000,200000,45658
105314,2025-11-21,Laptop,Electronics,South,7,55000,385000,45962
105315,2025-07-13,Mobile,Electronics,South,3,20000,60000,45839
105316,2023-06-24,Office Chair,Furniture,West,5,8000,40000,45078
105317,2024-07-27,Office Chair,Furniture,South,2,8000,16000,45474
105318,2023-07-29,Sofa,Furniture,West,3,40000,120000,45108
105319,2024-10-09,Headphones,Electronics,South,6,1500,9000,45566
105320,2025-11-25,Bed,Furniture,West,3,35000,105000,45962
105321,2024-07-29,Sofa,Furniture,South,6,40000,240000,45474
105322,2025-11-30,Tablet,Electronics,North,1,30000,30000,45962
105323,2023-06-10,Printer,Electronics,North,4,18000,72000,45078
105324,2023-06-01,Monitor,Electronics,North,7,22000,154000,45078
105325,2024-02-03,Mobile,Electronics,North,3,20000,60000,45323
105326,2024-07-29,Table,Furniture,South,1,12000,12000,45474
105327,2024-04-10,Printer,Electronics,North,5,18000,90000,45383
105328,2025-06-11,Laptop,Electronics,East,6,55000,330000,45809
105329,2023-02-24,Headphones,Electronics,South,1,1500,1500,44958
105330,2023-08-05,Tablet,Electronics,East,6,30000,180000,45139
105331,2023-05-24,Printer,Electronics,South,5,18000,90000,45047
105332,2025-09-28,Tablet,Electronics,West,7,30000,210000,45901
105333,2025-10-09,Sofa,Furniture,West,1,40000,40000,45931
105334,2024-09-30,Table,Furniture,North,3,12000,36000,45536
105335,2023-03-17,Sofa,Furniture,North,3,40000,120000,44986
105336,2023-05-08,Table,Furniture,North,2,12000,24000,45047
105337,2023-11-24,Office Chair,Furniture,East,3,8000,24000,45231
105338,2023-01-09,Office Chair,Furniture,East,6,8000,48000,44927
105339,2025-08-08,Laptop,Electronics,North,7,55000,385000,45870
105340,2023-08-22,Headphones,Electronics,East,4,1500,6000,45139
105341,2025-10-22,Table,Furniture,South,8,12000,96000,45931
105342,2024-02-26,Headphones,Electronics,North,7,1500,10500,45323
105343,2024-06-01,Monitor,Electronics,West,4,22000,88000,45444
105344,2024-04-03,Mobile,Electronics,North,7,20000,140000,45383
105345,2023-09-30,Sofa,Furniture,West,4,40000,160000,45170
105346,2024-09-22,Table,Furniture,South,2,12000,24000,45536
105347,2024-04-09,Sofa,Furniture,North,5,40000,200000,45383
105348,2024-11-05,Printer,Electronics,East,1,18000,18000,45597
105349,2024-02-26,Tablet,Electronics,South,2,30000,60000,45323
105350,2023-07-10,Sofa,Furniture,West,3,40000,120000,45108
105351,2024-07-16,Office Chair,Furniture,East,4,8000,32000,45474
105352,2024-12-01,Tablet,Electronics,West,8,30000,240000,45627
105353,2024-11-14,Office Chair,Furniture,West,6,8000,48000,45597
105354,2025-12-14,Laptop,Electronics,West,5,55000,275000,45992
105355,2025-12-29,Bed,Furniture,South,5,35000,175000,45992
105356,2023-01-12,Mobile,Electronics,North,4,20000,80000,44927
105357,2025-12-13,Monitor,Electronics,East,7,22000,154000,45992
105358,2025-06-29,Tablet,Electronics,South,5,30000,150000,45809
105359,2024-02-09,Sofa,Furniture,East,1,40000,40000,45323
105360,2025-03-01,Printer,Electronics,South,6,18000,108000,45717
105361,2023-07-06,Sofa,Furniture,East,6,40000,240000,45108
105362,2025-11-25,Tablet,Electronics,North,6,30000,180000,45962
105363,2023-06-13,Laptop,Electronics,South,6,55000,330000,45078
105364,2023-05-02,Sofa,Furniture,East,1,40000,40000,45047
105365,2024-11-14,Printer,Electronics,South,1,18000,18000,45597
105366,2023-10-17,Headphones,Electronics,North,7,1500,10500,45200
105367,2023-07-14,Headphones,Electronics,East,8,1500,12000,45108
105368,2024-12-08,Printer,Electronics,East,3,18000,54000,45627
105369,2025-09-28,Laptop,Electronics,South,6,55000,330000,45901
105370,2024-06-03,Sofa,Furniture,South,4,40000,160000,45444
105371,2024-11-24,Monitor,Electronics,West,4,22000,88000,45597
105372,2024-09-12,Laptop,Electronics,South,7,55000,385000,45536
105373,2025-06-21,Bed,Furniture,South,4,35000,140000,45809
105374,2025-10-21,Printer,Electronics,South,4,18000,72000,45931
105375,2024-09-01,Tablet,Electronics,East,5,30000,150000,45536
105376,2025-12-20,Office Chair,Furniture,North,1,8000,8000,45992
105377,2025-07-29,Office Chair,Furniture,South,4,8000,32000,45839
105378,2025-05-20,Bed,Furniture,East,7,35000,245000,45778
105379,2025-11-29,Laptop,Electronics,East,4,55000,220000,45962
105380,2024-11-02,Bed,Furniture,South,1,35000,35000,45597
105381,2024-03-08,Printer,Electronics,East,4,18000,72000,45352
105382,2025-05-25,Office Chair,Furniture,East,3,8000,24000,45778
105383,2025-07-23,Mobile,Electronics,West,2,20000,40000,45839
105384,2025-03-25,Monitor,Electronics,South,7,22000,154000,45717
105385,2023-05-17,Office Chair,Furniture,North,4,8000,32000,45047
105386,2024-06-12,Monitor,Electronics,South,4,22000,88000,45444
105387,2024-12-17,Monitor,Electronics,North,8,22000,176000,45627
105388,2025-08-01,Table,Furniture,South,1,12000,12000,45870
105389,2023-06-25,Laptop,Electronics,East,2,55000,110000,45078
105390,2024-07-05,Sofa,Furniture,South,5,40000,200000,45474
105391,2023-05-22,Table,Furniture,North,8,12000,96000,45047
105392,2023-11-09,Monitor,Electronics,East,8,22000,176000,45231
105393,2024-02-12,Bed,Furniture,South,3,35000,105000,45323
105394,2023-07-12,Office Chair,Furniture,East,1,8000,8000,45108
105395,2024-03-08,Printer,Electronics,South,4,18000,72000,45352
105396,2024-06-12,Bed,Furniture,West,8,35000,280000,45444
105397,2025-05-05,Tablet,Electronics,North,1,30000,30000,45778
105398,2024-10-20,Monitor,Electronics,East,5,22000,110000,45566
105399,2024-03-22,Office Chair,Furniture,West,3,8000,24000,45352
105400,2025-08-16,Laptop,Electronics,North,7,55000,385000,45870
105401,2024-12-14,Laptop,Electronics,North,2,55000,110000,45627
105402,2025-07-15,Printer,Electronics,South,6,18000,108000,45839
105403,2023-09-02,Bed,Furniture,South,2,35000,70000,45170
105404,2023-11-15,Headphones,Electronics,East,1,1500,1500,45231
105405,2024-12-06,Printer,Electronics,East,3,18000,54000,45627
105406,2023-12-22,Sofa,Furniture,North,8,40000,320000,45261
105407,2023-09-05,Table,Furniture,South,2,12000,24000,45170
105408,2024-07-31,Sofa,Furniture,North,6,40000,240000,45474
105409,2024-07-24,Office Chair,Furniture,South,7,8000,56000,45474
105410,2024-06-20,Bed,Furniture,South,8,35000,280000,45444
105411,2024-04-04,Table,Furniture,East,5,12000,60000,45383
105412,2023-09-01,Table,Furniture,South,6,12000,72000,45170
105413,2023-03-02,Mobile,Electronics,South,6,20000,120000,44986
105414,2023-07-16,Headphones,Electronics,North,8,1500,12000,45108
105415,2025-01-10,Office Chair,Furniture,South,8,8000,64000,45658
105416,2025-01-22,Mobile,Electronics,South,2,20000,40000,45658
105417,2023-06-24,Printer,Electronics,South,3,18000,54000,45078
105418,2025-03-06,Monitor,Electronics,West,5,22000,110000,45717
105419,2023-12-08,Printer,Electronics,East,8,18000,144000,45261
105420,2024-05-08,Bed,Furniture,West,5,35000,175000,45413
105421,2025-01-18,Table,Furniture,West,2,12000,24000,45658
105422,2025-01-14,Tablet,Electronics,South,8,30000,240000,45658
105423,2024-04-09,Sofa,Furniture,North,6,40000,240000,45383
105424,2024-10-11,Tablet,Electronics,South,5,30000,150000,45566
105425,2024-04-22,Sofa,Furniture,East,4,40000,160000,45383
105426,2024-08-27,Mobile,Electronics,East,2,20000,40000,45505
105427,2023-01-19,Office Chair,Furniture,East,1,8000,8000,44927
105428,2024-11-28,Bed,Furniture,East,2,35000,70000,45597
105429,2024-09-24,Printer,Electronics,South,7,18000,126000,45536
105430,2023-04-18,Laptop,Electronics,West,4,55000,220000,45017
105431,2024-04-04,Monitor,Electronics,North,3,22000,66000,45383
105432,2024-12-28,Laptop,Electronics,North,4,55000,220000,45627
105433,2024-12-07,Headphones,Electronics,North,2,1500,3000,45627
105434,2025-01-09,Laptop,Electronics,North,4,55000,220000,45658
105435,2024-02-03,Table,Furniture,East,3,12000,36000,45323
105436,2025-08-28,Headphones,Electronics,South,3,1500,4500,45870
105437,2025-08-20,Table,Furniture,West,4,12000,48000,45870
105438,2025-12-07,Monitor,Electronics,West,6,22000,132000,45992
105439,2025-12-09,Laptop,Electronics,South,7,55000,385000,45992
105440,2023-07-01,Sofa,Furniture,South,5,40000,200000,45108
105441,2024-12-28,Headphones,Electronics,West,3,1500,4500,45627
105442,2024-05-25,Printer,Electronics,South,7,18000,126000,45413
105443,2025-12-24,Sofa,Furniture,East,8,40000,320000,45992
105444,2025-07-30,Office Chair,Furniture,East,4,8000,32000,45839
105445,2025-03-15,Office Chair,Furniture,East,2,8000,16000,45717
105446,2024-09-14,Bed,Furniture,East,8,35000,280000,45536
105447,2024-07-22,Bed,Furniture,North,4,35000,140000,45474
105448,2023-12-21,Headphones,Electronics,West,7,1500,10500,45261
105449,2023-10-03,Mobile,Electronics,West,1,20000,20000,45200
105450,2023-09-21,Mobile,Electronics,North,4,20000,80000,45170
105451,2023-12-23,Tablet,Electronics,West,1,30000,30000,45261
105452,2025-09-01,Mobile,Electronics,West,8,20000,160000,45901
105453,2025-10-21,Monitor,Electronics,North,3,22000,66000,45931
105454,2025-07-21,Headphones,Electronics,North,1,1500,1500,45839
105455,2024-09-23,Office Chair,Furniture,East,5,8000,40000,45536
105456,2023-12-16,Laptop,Electronics,East,4,55000,220000,45261
105457,2025-07-09,Mobile,Electronics,East,1,20000,20000,45839
105458,2023-07-16,Bed,Furniture,West,8,35000,280000,45108
105459,2023-09-10,Tablet,Electronics,South,4,30000,120000,45170
105460,2023-05-07,Sofa,Furniture,East,6,40000,240000,45047
105461,2023-09-25,Mobile,Electronics,East,8,20000,160000,45170
105462,2024-10-08,Office Chair,Furniture,North,6,8000,48000,45566
105463,2025-03-28,Tablet,Electronics,South,8,30000,240000,45717
105464,2024-09-23,Sofa,Furniture,East,6,40000,240000,45536
105465,2023-08-23,Printer,Electronics,North,2,18000,36000,45139
105466,2023-05-05,Headphones,Electronics,South,3,1500,4500,45047
105467,2025-08-11,Laptop,Electronics,West,8,55000,440000,45870
105468,2024-11-20,Tablet,Electronics,West,5,30000,150000,45597
105469,2025-09-18,Sofa,Furniture,North,2,40000,80000,45901
105470,2023-09-15,Office Chair,Furniture,East,6,8000,48000,45170
105471,2025-09-28,Bed,Furniture,South,5,35000,175000,45901
105472,2023-01-02,Monitor,Electronics,North,5,22000,110000,44927
105473,2024-06-05,Table,Furniture,East,5,12000,60000,45444
105474,2023-10-05,Bed,Furniture,North,6,35000,210000,45200
105475,2024-04-05,Office Chair,Furniture,South,7,8000,56000,45383
105476,2024-02-21,Tablet,Electronics,West,1,30000,30000,45323
105477,2025-05-15,Tablet,Electronics,West,6,30000,180000,45778
105478,2025-09-21,Laptop,Electronics,South,1,55000,55000,45901
105479,2025-10-22,Bed,Furniture,East,4,35000,140000,45931
105480,2025-11-21,Monitor,Electronics,West,8,22000,176000,45962
105481,2024-01-21,Bed,Furniture,South,4,35000,140000,45292
105482,2025-01-30,Monitor,Electronics,South,3,22000,66000,45658
105483,2023-09-07,Table,Furniture,North,7,12000,84000,45170
105484,2024-03-11,Office Chair,Furniture,South,6,8000,48000,45352
105485,2025-11-27,Table,Furniture,East,4,12000,48000,45962
105486,2024-07-01,Headphones,Electronics,West,5,1500,7500,45474
105487,2023-11-14,Office Chair,Furniture,North,8,8000,64000,45231
105488,2023-05-26,Office Chair,Furniture,East,2,8000,16000,45047
105489,2025-12-04,Laptop,Electronics,East,6,55000,330000,45992
105490,2023-06-02,Printer,Electronics,East,2,18000,36000,45078
105491,2024-10-01,Monitor,Electronics,North,5,22000,110000,45566
105492,2025-04-02,Headphones,Electronics,South,4,1500,6000,45748
105493,2025-02-17,Monitor,Electronics,East,7,22000,154000,45689
105494,2025-08-16,Mobile,Electronics,East,2,20000,40000,45870
105495,2023-11-23,Tablet,Electronics,East,1,30000,30000,45231
105496,2025-02-11,Headphones,Electronics,North,7,1500,10500,45689
105497,2025-01-02,Sofa,Furniture,North,1,40000,40000,45658
105498,2023-02-23,Mobile,Electronics,West,6,20000,120000,44958
105499,2023-06-15,Printer,Electronics,South,3,18000,54000,45078
105500,2023-08-26,Bed,Furniture,North,4,35000,140000,45139
105501,2023-10-03,Headphones,Electronics,North,2,1500,3000,45200
105502,2024-02-11,Table,Furniture,East,5,12000,60000,45323
105503,2023-05-05,Monitor,Electronics,South,5,22000,110000,45047
105504,2025-04-10,Tablet,Electronics,North,7,30000,210000,45748
105505,2025-04-07,Mobile,Electronics,South,4,20000,80000,45748
105506,2025-02-17,Office Chair,Furniture,South,2,8000,16000,45689
105507,2025-03-15,Table,Furniture,East,6,12000,72000,45717
105508,2025-07-13,Mobile,Electronics,South,7,20000,140000,45839
105509,2023-04-05,Mobile,Electronics,South,8,20000,160000,45017
105510,2025-05-17,Office Chair,Furniture,North,5,8000,40000,45778
105511,2023-09-13,Printer,Electronics,East,4,18000,72000,45170
105512,2023-07-28,Bed,Furniture,North,1,35000,35000,45108
105513,2024-12-03,Mobile,Electronics,West,3,20000,60000,45627
105514,2025-06-02,Table,Furniture,East,4,12000,48000,45809
105515,2025-04-18,Table,Furniture,East,2,12000,24000,45748
105516,2023-11-14,Monitor,Electronics,South,6,22000,132000,45231
105517,2024-05-08,Mobile,Electronics,South,2,20000,40000,45413
105518,2024-07-11,Printer,Electronics,West,4,18000,72000,45474
105519,2025-02-03,Office Chair,Furniture,North,4,8000,32000,45689
105520,2023-10-21,Sofa,Furniture,South,2,40000,80000,45200
105521,2025-11-16,Sofa,Furniture,East,5,40000,200000,45962
105522,2025-10-29,Monitor,Electronics,North,3,22000,66000,45931
105523,2025-07-17,Mobile,Electronics,West,2,20000,40000,45839
105524,2025-02-25,Headphones,Electronics,West,7,1500,10500,45689
105525,2025-03-09,Office Chair,Furniture,West,5,8000,40000,45717
105526,2024-05-26,Table,Furniture,West,8,12000,96000,45413
105527,2025-12-24,Printer,Electronics,North,4,18000,72000,45992
105528,2024-01-12,Table,Furniture,East,6,12000,72000,45292
105529,2024-04-13,Monitor,Electronics,West,8,22000,176000,45383
105530,2025-11-01,Sofa,Furniture,East,4,40000,160000,45962
105531,2023-04-08,Sofa,Furniture,South,5,40000,200000,45017
105532,2024-09-25,Mobile,Electronics,North,1,20000,20000,45536
105533,2023-09-09,Tablet,Electronics,South,3,30000,90000,45170
105534,2023-12-07,Office Chair,Furniture,South,6,8000,48000,45261
105535,2025-05-20,Sofa,Furniture,East,6,40000,240000,45778
105536,2025-12-27,Bed,Furniture,West,3,35000,105000,45992
105537,2023-01-14,Monitor,Electronics,North,6,22000,132000,44927
105538,2025-04-28,Sofa,Furniture,North,4,40000,160000,45748
105539,2023-03-14,Laptop,Electronics,South,7,55000,385000,44986
105540,2023-04-30,Tablet,Electronics,East,4,30000,120000,45017
105541,2023-05-09,Printer,Electronics,West,2,18000,36000,45047
105542,2024-04-16,Mobile,Electronics,East,2,20000,40000,45383
105543,2023-10-01,Tablet,Electronics,West,3,30000,90000,45200
105544,2025-10-24,Monitor,Electronics,North,3,22000,66000,45931
105545,2023-09-08,Laptop,Electronics,North,4,55000,220000,45170
105546,2023-01-22,Table,Furniture,West,2,12000,24000,44927
105547,2023-11-29,Laptop,Electronics,East,8,55000,440000,45231
105548,2025-09-16,Mobile,Electronics,West,4,20000,80000,45901
105549,2024-09-01,Mobile,Electronics,South,4,20000,80000,45536
105550,2023-11-18,Table,Furniture,South,2,12000,24000,45231
105551,2023-01-17,Monitor,Electronics,South,5,22000,110000,44927
105552,2024-01-15,Mobile,Electronics,East,1,20000,20000,45292
105553,2025-09-07,Laptop,Electronics,East,4,55000,220000,45901
105554,2024-04-13,Table,Furniture,North,1,12000,12000,45383
105555,2023-08-25,Tablet,Electronics,East,7,30000,210000,45139
105556,2023-07-14,Printer,Electronics,West,5,18000,90000,45108
105557,2024-09-11,Monitor,Electronics,East,7,22000,154000,45536
105558,2023-07-10,Office Chair,Furniture,East,1,8000,8000,45108
105559,2023-08-16,Laptop,Electronics,North,4,55000,220000,45139
105560,2024-09-07,Laptop,Electronics,East,5,55000,275000,45536
105561,2023-06-19,Mobile,Electronics,North,4,20000,80000,45078
105562,2025-10-01,Headphones,Electronics,South,7,1500,10500,45931
105563,2023-10-17,Tablet,Electronics,East,6,30000,180000,45200
105564,2023-01-07,Printer,Electronics,West,8,18000,144000,44927
105565,2023-11-16,Table,Furniture,West,7,12000,84000,45231
105566,2025-02-16,Tablet,Electronics,South,3,30000,90000,45689
105567,2024-08-17,Printer,Electronics,South,4,18000,72000,45505
105568,2025-02-16,Mobile,Electronics,West,2,20000,40000,45689
105569,2025-09-26,Table,Furniture,North,8,12000,96000,45901
105570,2024-05-14,Bed,Furniture,West,7,35000,245000,45413
105571,2025-03-13,Monitor,Electronics,North,5,22000,110000,45717
105572,2024-11-28,Bed,Furniture,North,2,35000,70000,45597
105573,2023-02-08,Laptop,Electronics,East,3,55000,165000,44958
105574,2024-06-28,Mobile,Electronics,North,4,20000,80000,45444
105575,2025-12-19,Monitor,Electronics,North,1,22000,22000,45992
105576,2025-01-30,Office Chair,Furniture,South,7,8000,56000,45658
105577,2023-09-29,Headphones,Electronics,West,2,1500,3000,45170
105578,2025-06-14,Monitor,Electronics,East,6,22000,132000,45809
105579,2024-07-02,Tablet,Electronics,West,1,30000,30000,45474
105580,2024-07-24,Bed,Furniture,North,5,35000,175000,45474
105581,2023-02-28,Headphones,Electronics,East,3,1500,4500,44958
105582,2023-12-09,Table,Furniture,West,8,12000,96000,45261
105583,2024-01-18,Tablet,Electronics,North,6,30000,180000,45292
105584,2023-07-05,Sofa,Furniture,East,3,40000,120000,45108
105585,2023-04-07,Bed,Furniture,West,3,35000,105000,45017
105586,2024-02-10,Headphones,Electronics,East,2,1500,3000,45323
105587,2023-05-16,Monitor,Electronics,West,3,22000,66000,45047
105588,2025-05-07,Office Chair,Furniture,North,8,8000,64000,45778
105589,2025-04-12,Office Chair,Furniture,South,2,8000,16000,45748
105590,2023-06-20,Monitor,Electronics,North,5,22000,110000,45078
105591,2023-09-23,Bed,Furniture,South,1,35000,35000,45170
105592,2025-11-15,Monitor,Electronics,North,5,22000,110000,45962
105593,2023-01-06,Tablet,Electronics,North,8,30000,240000,44927
105594,2025-03-21,Office Chair,Furniture,South,6,8000,48000,45717
105595,2024-10-01,Tablet,Electronics,West,4,30000,120000,45566
105596,2025-12-04,Tablet,Electronics,North,5,30000,150000,45992
105597,2023-10-25,Laptop,Electronics,North,4,55000,220000,45200
105598,2025-12-09,Laptop,Electronics,West,6,55000,330000,45992
105599,2025-07-27,Table,Furniture,South,4,12000,48000,45839
105600,2023-08-19,Bed,Furniture,East,2,35000,70000,45139
105601,2025-11-18,Monitor,Electronics,South,6,22000,132000,45962
105602,2024-02-16,Sofa,Furniture,East,1,40000,40000,45323
105603,2024-01-07,Office Chair,Furniture,West,8,8000,64000,45292
105604,2024-12-12,Sofa,Furniture,West,2,40000,80000,45627
105605,2024-05-22,Mobile,Electronics,West,2,20000,40000,45413
105606,2023-03-19,Sofa,Furniture,East,6,40000,240000,44986
105607,2024-03-02,Laptop,Electronics,North,8,55000,440000,45352
105608,2025-08-06,Headphones,Electronics,South,8,1500,12000,45870
105609,2024-04-13,Printer,Electronics,West,8,18000,144000,45383
105610,2023-05-22,Laptop,Electronics,East,7,55000,385000,45047
105611,2025-11-27,Bed,Furniture,West,4,35000,140000,45962
105612,2024-07-07,Mobile,Electronics,South,5,20000,100000,45474
105613,2025-09-16,Tablet,Electronics,East,1,30000,30000,45901
105614,2024-03-26,Printer,Electronics,West,7,18000,126000,45352
105615,2023-02-27,Printer,Electronics,West,8,18000,144000,44958
105616,2023-05-21,Monitor,Electronics,South,7,22000,154000,45047
105617,2025-02-08,Monitor,Electronics,West,6,22000,132000,45689
105618,2023-12-20,Headphones,Electronics,South,7,1500,10500,45261
105619,2023-02-17,Printer,Electronics,South,4,18000,72000,44958
105620,2025-05-18,Table,Furniture,West,8,12000,96000,45778
105621,2025-02-02,Tablet,Electronics,West,2,30000,60000,45689
105622,2025-02-16,Laptop,Electronics,West,6,55000,330000,45689
105623,2025-04-13,Monitor,Electronics,West,3,22000,66000,45748
105624,2025-07-20,Tablet,Electronics,West,4,30000,120000,45839
105625,2024-05-10,Bed,Furniture,West,4,35000,140000,45413
105626,2024-03-12,Laptop,Electronics,East,7,55000,385000,45352
105627,2023-10-01,Bed,Furniture,West,6,35000,210000,45200
105628,2024-06-01,Laptop,Electronics,West,3,55000,165000,45444
105629,2024-03-19,Bed,Furniture,North,3,35000,105000,45352
105630,2023-11-21,Office Chair,Furniture,North,5,8000,40000,45231
105631,2024-02-20,Office Chair,Furniture,West,8,8000,64000,45323
105632,2025-04-03,Mobile,Electronics,South,5,20000,100000,45748
105633,2024-07-18,Bed,Furniture,East,4,35000,140000,45474
105634,2023-10-01,Monitor,Electronics,North,1,22000,22000,45200
105635,2023-08-21,Table,Furniture,East,5,12000,60000,45139
105636,2025-03-12,Tablet,Electronics,West,2,30000,60000,45717
105637,2025-09-19,Mobile,Electronics,South,3,20000,60000,45901
105638,2023-06-19,Tablet,Electronics,South,2,30000,60000,45078
105639,2024-09-10,Monitor,Electronics,East,5,22000,110000,45536
105640,2025-02-16,Monitor,Electronics,West,5,22000,110000,45689
105641,2024-03-14,Tablet,Electronics,East,3,30000,90000,45352
105642,2024-08-02,Printer,Electronics,East,8,18000,144000,45505
105643,2025-01-28,Office Chair,Furniture,East,1,8000,8000,45658
105644,2023-10-16,Sofa,Furniture,North,7,40000,280000,45200
105645,2025-10-24,Bed,Furniture,South,5,35000,175000,45931
105646,2024-09-12,Sofa,Furniture,South,7,40000,280000,45536
105647,2025-07-05,Tablet,Electronics,East,7,30000,210000,45839
105648,2024-04-19,Monitor,Electronics,East,8,22000,176000,45383
105649,2025-08-22,Bed,Furniture,North,6,35000,210000,45870
105650,2024-10-10,Monitor,Electronics,West,6,22000,132000,45566
105651,2024-12-24,Tablet,Electronics,West,7,30000,210000,45627
105652,2025-05-22,Printer,Electronics,North,7,18000,126000,45778
105653,2023-07-27,Mobile,Electronics,East,5,20000,100000,45108
105654,2025-05-30,Printer,Electronics,North,2,18000,36000,45778
105655,2025-12-05,Headphones,Electronics,West,7,1500,10500,45992
105656,2024-06-24,Printer,Electronics,East,1,18000,18000,45444
105657,2023-12-15,Tablet,Electronics,South,6,30000,180000,45261
105658,2025-04-30,Bed,Furniture,North,2,35000,70000,45748
105659,2023-07-11,Laptop,Electronics,North,3,55000,165000,45108
105660,2023-07-15,Headphones,Electronics,North,4,1500,6000,45108
105661,2024-08-13,Printer,Electronics,South,4,18000,72000,45505
105662,2025-11-05,Bed,Furniture,West,8,35000,280000,45962
105663,2023-12-24,Bed,Furniture,West,3,35000,105000,45261
105664,2025-12-30,Tablet,Electronics,South,7,30000,210000,45992
105665,2023-06-22,Mobile,Electronics,East,7,20000,140000,45078
105666,2025-07-13,Laptop,Electronics,South,4,55000,220000,45839
105667,2024-05-19,Monitor,Electronics,East,2,22000,44000,45413
105668,2025-07-12,Tablet,Electronics,East,4,30000,120000,45839
105669,2023-09-20,Office Chair,Furniture,South,1,8000,8000,45170
105670,2024-08-29,Mobile,Electronics,West,7,20000,140000,45505
105671,2025-05-08,Sofa,Furniture,North,4,40000,160000,45778
105672,2024-01-20,Mobile,Electronics,East,8,20000,160000,45292
105673,2023-04-24,Monitor,Electronics,East,5,22000,110000,45017
105674,2024-01-29,Tablet,Electronics,East,2,30000,60000,45292
105675,2025-03-07,Mobile,Electronics,South,7,20000,140000,45717
105676,2024-03-11,Table,Furniture,North,1,12000,12000,45352
105677,2024-07-19,Office Chair,Furniture,West,3,8000,24000,45474
105678,2023-06-09,Headphones,Electronics,East,6,1500,9000,45078
105679,2025-05-17,Laptop,Electronics,East,7,55000,385000,45778
105680,2024-06-01,Monitor,Electronics,South,8,22000,176000,45444
105681,2023-02-16,Bed,Furniture,South,4,35000,140000,44958
105682,2023-11-24,Bed,Furniture,East,5,35000,175000,45231
105683,2023-03-09,Monitor,Electronics,South,1,22000,22000,44986
105684,2025-09-06,Laptop,Electronics,East,7,55000,385000,45901
105685,2025-10-01,Sofa,Furniture,North,5,40000,200000,45931
105686,2023-08-14,Monitor,Electronics,South,3,22000,66000,45139
105687,2025-12-18,Sofa,Furniture,South,7,40000,280000,45992
105688,2023-07-22,Bed,Furniture,East,5,35000,175000,45108
105689,2024-01-27,Monitor,Electronics,South,7,22000,154000,45292
105690,2025-05-05,Printer,Electronics,South,5,18000,90000,45778
105691,2025-07-26,Mobile,Electronics,West,5,20000,100000,45839
105692,2023-11-10,Monitor,Electronics,South,2,22000,44000,45231
105693,2023-12-13,Headphones,Electronics,West,1,1500,1500,45261
105694,2025-01-02,Monitor,Electronics,West,6,22000,132000,45658
105695,2024-04-12,Tablet,Electronics,East,1,30000,30000,45383
105696,2023-07-27,Office Chair,Furniture,South,1,8000,8000,45108
105697,2025-01-11,Laptop,Electronics,North,1,55000,55000,45658
105698,2025-04-09,Mobile,Electronics,South,6,20000,120000,45748
105699,2024-07-14,Laptop,Electronics,South,1,55000,55000,45474
105700,2025-08-13,Monitor,Electronics,North,8,22000,176000,45870
105701,2024-08-30,Office Chair,Furniture,West,3,8000,24000,45505
105702,2023-05-04,Printer,Electronics,North,2,18000,36000,45047
105703,2023-03-12,Office Chair,Furniture,South,2,8000,16000,44986
105704,2025-12-25,Bed,Furniture,West,8,35000,280000,45992
105705,2025-05-21,Laptop,Electronics,South,7,55000,385000,45778
105706,2023-02-16,Headphones,Electronics,North,7,1500,10500,44958
105707,2024-07-09,Monitor,Electronics,East,5,22000,110000,45474
105708,2023-11-30,Office Chair,Furniture,West,5,8000,40000,45231
105709,2023-08-09,Bed,Furniture,East,3,35000,105000,45139
105710,2025-01-07,Table,Furniture,West,1,12000,12000,45658
105711,2025-06-08,Printer,Electronics,South,3,18000,54000,45809
105712,2025-07-26,Tablet,Electronics,North,1,30000,30000,45839
105713,2023-01-03,Tablet,Electronics,West,1,30000,30000,44927
105714,2025-10-05,Bed,Furniture,West,1,35000,35000,45931
105715,2023-02-07,Headphones,Electronics,South,8,1500,12000,44958
105716,2025-10-08,Table,Furniture,North,7,12000,84000,45931
105717,2025-03-10,Monitor,Electronics,West,6,22000,132000,45717
105718,2025-03-03,Monitor,Electronics,East,1,22000,22000,45717
105719,2024-04-17,Office Chair,Furniture,South,4,8000,32000,45383
105720,2023-10-09,Bed,Furniture,North,6,35000,210000,45200
105721,2025-03-31,Laptop,Electronics,West,6,55000,330000,45717
105722,2024-10-12,Headphones,Electronics,West,2,1500,3000,45566
105723,2024-09-15,Bed,Furniture,North,5,35000,175000,45536
105724,2023-12-16,Bed,Furniture,West,6,35000,210000,45261
105725,2025-07-06,Headphones,Electronics,North,6,1500,9000,45839
105726,2023-05-09,Bed,Furniture,East,6,35000,210000,45047
105727,2024-09-02,Mobile,Electronics,North,6,20000,120000,45536
105728,2023-05-06,Printer,Electronics,North,7,18000,126000,45047
105729,2023-07-30,Table,Furniture,North,5,12000,60000,45108
105730,2024-06-08,Table,Furniture,South,7,12000,84000,45444
105731,2024-03-18,Headphones,Electronics,South,3,1500,4500,45352
105732,2023-02-14,Office Chair,Furniture,North,5,8000,40000,44958
